make,model,variant,model_variant
Maruti,Alto K10,VXi [2022-2023],Alto K10 VX
Maruti,Alto K10,VXi [2023-2024],Alto K10 VX
Maruti,Alto K10,VXI AMT,Alto K10 VX
Maruti,Alto K10,VXi AMT (Airbag) [2014-2019],Alto K10 VX
Maruti,Alto K10,VXi AMT [2014-2018],Alto K10 VX
Maruti,Alto K10,VXI PLUS,Alto K10 VX
Maruti,Alto K10,VXI PLUS AMT,Alto K10 VX
Maruti,A-Star,Lxi,A-Star LX
Maruti,A-Star,Vxi,A-Star VX
Maruti,Baleno,Alpha (O) 1.2 AT,Baleno Alpha
Maruti,Baleno,ALPHA 1.2 AGS,Baleno Alpha
Maruti,Baleno,Alpha 1.2,Baleno Alpha
Maruti,Baleno,Alpha 1.2 AT,Baleno Alpha
Maruti,Baleno,Alpha 1.3,Baleno Alpha
Maruti,Baleno,Alpha AGS [2022-2023],Baleno Alpha
Maruti,Baleno,Alpha Automatic,Baleno Alpha
Maruti,Baleno,ALPHA CVT PETROL 1.2,Baleno Alpha
Maruti,Baleno,ALPHA DIESEL 1.3,Baleno Alpha
Maruti,Baleno,Alpha MT [2022-2023],Baleno Alpha
Maruti,Baleno,ALPHA PETROL 1.2,Baleno Alpha
Maruti,Baleno,DELTA 1.2 AGS,Baleno Delta
Maruti,Baleno,Delta 1.2,Baleno Delta
Maruti,Baleno,Delta 1.2 AT,Baleno Delta
Maruti,Baleno,Delta 1.3,Baleno Delta
Maruti,Baleno,DELTA CVT PETROL 1.2,Baleno Delta
Maruti,Baleno,DELTA DIESEL 1.3,Baleno Delta
Maruti,Baleno,Delta MT [2022-2023],Baleno Delta
Maruti,Baleno,DELTA PETROL 1.2,Baleno Delta
Maruti,Baleno,RS 1.0,Baleno RS 1.0
Maruti,Baleno,RS 1.0 PETROL,Baleno RS 1.0
Maruti,Baleno,Sigma 1.2,Baleno Sigma
Maruti,Baleno,SIGMA PETROL 1.2,Baleno Sigma
Maruti,Baleno,Zeta,Baleno Zeta
Maruti,Baleno,Zeta 1.2,Baleno Zeta
Maruti,Baleno,Zeta 1.2 AT,Baleno Zeta
Maruti,Baleno,Zeta 1.3,Baleno Zeta
Maruti,Baleno,Zeta Automatic,Baleno Zeta
Maruti,Baleno,ZETA CVT PETROL 1.2,Baleno Zeta
Maruti,Baleno,ZETA DIESEL 1.3,Baleno Zeta
Maruti,Baleno,Zeta MT [2022-2023],Baleno Zeta
Maruti,Baleno,ZETA PETROL 1.2,Baleno Zeta
Maruti,Brezza,VXi,Brezza VX
Maruti,Brezza,VXi [2022-2023],Brezza VX
Maruti,Brezza,VXI SMART HYBRID,Brezza VX
Maruti,Brezza,ZXi,Brezza ZX
Maruti,Brezza,ZXI + SMART HYBRID DUAL TONE,Brezza ZX
Maruti,Brezza,Zxi Dual Tone,Brezza ZX
Maruti,Brezza,ZXi Plus,Brezza ZX
Maruti,Brezza,ZXi Plus AT,Brezza ZX
Maruti,Brezza,ZXI SMART HYBRID,Brezza ZX
Maruti,Brezza,ZXI SMART HYBRID DUAL TONE,Brezza ZX
Maruti,Celerio,LDi [2015-2017],Celerio LD
Maruti,Celerio,LDi ABS [2015-2017],Celerio LD
Maruti,Celerio,LXI,Celerio LX
Maruti,Celerio,LXi,Celerio LX
Maruti,Celerio,LXI (O),Celerio LX
Maruti,Celerio,VDi [2015-2017],Celerio VD
Maruti,Celerio,VXI,Celerio VX
Maruti,Celerio,VXi,Celerio VX
Maruti,Celerio,VXI (O),Celerio VX
Maruti,Celerio,VXI (O) CNG,Celerio VX
Maruti,Celerio,VXi (O) CNG,Celerio VX
Maruti,Celerio,VXi (O) CNG [2017-2019],Celerio VX
Maruti,Celerio,VXi (O) [2017-2019],Celerio VX
Maruti,Celerio,VXi [2017-2019],Celerio VX
Maruti,Celerio,VXI AMT,Celerio VX
Maruti,Celerio,VXI AMT (O),Celerio VX
Maruti,Celerio,VXi AMT,Celerio VX
Maruti,Celerio,VXi AMT [2019-2020],Celerio VX
Maruti,Celerio,VXI CNG,Celerio VX
Maruti,Celerio,VXi CNG,Celerio VX
Maruti,Celerio,VXi CNG [2017-2019],Celerio VX
Maruti,Celerio,VXi CNG [2019-2020],Celerio VX
Maruti,Celerio,ZXI,Celerio ZX
Maruti,Celerio,ZXi,Celerio ZX
Maruti,Celerio,ZXI (O),Celerio ZX
Maruti,Celerio,ZXi (O) AMT [2017-2019],Celerio ZX
Maruti,Celerio,ZXi (O) AMT [2019-2020],Celerio ZX
Maruti,Celerio,ZXi [2017-2019],Celerio ZX
Maruti,Celerio,ZXi [2019-2020],Celerio ZX
Maruti,Celerio,ZXI AMT,Celerio ZX
Maruti,Celerio,ZXI AMT (O),Celerio ZX
Maruti,Celerio,ZXi AMT,Celerio ZX
Maruti,Celerio,ZXi AMT ABS,Celerio ZX
Maruti,Celerio,ZXi AMT [2017-2019],Celerio ZX
Maruti,Celerio,ZXi AMT [2019-2020],Celerio ZX
Maruti,Celerio,ZXI PLUS,Celerio ZX
Maruti,Celerio,ZXI PLUS AGS,Celerio ZX
Maruti,Celerio,ZXi Plus [2021-2023],Celerio ZX
Maruti,Celerio X,VXI (O),Celerio X VX
Maruti,Celerio X,VXI (O) AMT,Celerio X VX
Maruti,Celerio X,ZXI,Celerio X ZX
Maruti,Celerio X,Zxi,Celerio X ZX
Maruti,Celerio X,ZXI (O),Celerio X ZX
Maruti,Celerio X,ZXI (O) AMT,Celerio X ZX
Maruti,Celerio X,ZXi (O) AMT,Celerio X ZX
Maruti,Celerio X,Zxi (O) AMT [2017-2019],Celerio X ZX
Maruti,Celerio X,Zxi [2017-2019],Celerio X ZX
Maruti,Celerio X,ZXI AMT,Celerio X ZX
Maruti,Celerio X,ZXi AMT,Celerio X ZX
Maruti,Celerio X,Zxi AMT [2017-2019],Celerio X ZX
Maruti,Ciaz,ALPHA  AT 1.4  PETROL,Ciaz Alpha
Maruti,Ciaz,ALPHA  AT 1.5 SHVS PETROL,Ciaz Alpha
Maruti,Ciaz,Alpha 1.3 Hybrid,Ciaz Alpha
Maruti,Ciaz,ALPHA 1.4 PETROL,Ciaz Alpha
Maruti,Ciaz,Alpha 1.4 MT,Ciaz Alpha
Maruti,Ciaz,ALPHA 1.5 SHVS PETROL,Ciaz Alpha
Maruti,Ciaz,Alpha 1.5 [2020-2023],Ciaz Alpha
Maruti,Ciaz,ALPHA DIESEL 1.3,Ciaz Alpha
Maruti,Ciaz,Alpha Hybrid 1.5 AT [2018-2020],Ciaz Alpha
Maruti,Ciaz,Alpha Hybrid 1.5 [2018-2020],Ciaz Alpha
Maruti,Ciaz,Delta 1.3 Hybrid,Ciaz Delta
Maruti,Ciaz,DELTA 1.4 MT PETROL,Ciaz Delta
Maruti,Ciaz,Delta 1.4 MT,Ciaz Delta
Maruti,Ciaz,DELTA 1.5 SHVS MT PETROL,Ciaz Delta
Maruti,Ciaz,Delta 1.5 [2020-2023],Ciaz Delta
Maruti,Ciaz,DELTA AT 1.5 SHVS PETROL,Ciaz Delta
Maruti,Ciaz,DELTA DIESEL 1.5,Ciaz Delta
Maruti,Ciaz,Delta Hybrid 1.5 AT [2018-2020],Ciaz Delta
Maruti,Ciaz,SIGMA 1.4 MT PETROL,Ciaz Sigma
Maruti,Ciaz,Sigma 1.4 MT,Ciaz Sigma
Maruti,Ciaz,SIGMA 1.5 SHVS MT  PETROL,Ciaz Sigma
Maruti,Ciaz,SIGMA DIESEL 1.3,Ciaz Sigma
Maruti,Ciaz,VDI,Ciaz VD
Maruti,Ciaz,VDI (O) SHVS,Ciaz VD
Maruti,Ciaz,VDi (O) SHVS,Ciaz VD
Maruti,Ciaz,VDi [2014-2015],Ciaz VD
Maruti,Ciaz,VDi SHVS,Ciaz VD
Maruti,Ciaz,VDi+ SHVS,Ciaz VD
Maruti,Ciaz,VXI,Ciaz VX
Maruti,Ciaz,VXi,Ciaz VX
Maruti,Ciaz,VXI+,Ciaz VX
Maruti,Ciaz,VXi+,Ciaz VX
Maruti,Ciaz,VXi+ AT,Ciaz VX
Maruti,Ciaz,ZDi [2014-2015],Ciaz ZD
Maruti,Ciaz,ZDI SHVS,Ciaz ZD
Maruti,Ciaz,ZDi+ SHVS,Ciaz ZD
Maruti,Ciaz,Zeta 1.3 Hybrid,Ciaz Zeta
Maruti,Ciaz,ZETA 1.4  AT PETROL,Ciaz Zeta
Maruti,Ciaz,ZETA 1.4  MT PETROL,Ciaz Zeta
Maruti,Ciaz,Zeta 1.4 AT,Ciaz Zeta
Maruti,Ciaz,Zeta 1.4 MT,Ciaz Zeta
Maruti,Ciaz,ZETA 1.5 SHVS MT PETROL,Ciaz Zeta
Maruti,Ciaz,ZETA AT 1.5  SHVS PETROL,Ciaz Zeta
Maruti,Ciaz,ZETA DIESEL 1.3,Ciaz Zeta
Maruti,Ciaz,ZXI,Ciaz ZX
Maruti,Ciaz,ZXi,Ciaz ZX
Maruti,Ciaz,ZXi  AT,Ciaz ZX
Maruti,Ciaz,ZXI AT,Ciaz ZX
Maruti,Ciaz,ZXI+,Ciaz ZX
Maruti,Ciaz,ZXI+ AT,Ciaz ZX
Maruti,Ciaz,ZXI+ RS,Ciaz ZX
Maruti,Dzire,LXI,Dzire LX
Maruti,Dzire,LXi,Dzire LX
Maruti,Dzire,LXi [2020-2023],Dzire LX
Maruti,Dzire,VDI,Dzire VD
Maruti,Dzire,VDi,Dzire VD
Maruti,Dzire,VDI AMT,Dzire VD
Maruti,Dzire,VDi AMT,Dzire VD
Maruti,Dzire,VXI,Dzire VX
Maruti,Dzire,VXi,Dzire VX
Maruti,Dzire,VXi [2020-2023],Dzire VX
Maruti,Dzire,VXI AMT,Dzire VX
Maruti,Dzire,VXi AMT,Dzire VX
Maruti,Dzire,VXi CNG,Dzire VX
Maruti,Dzire,ZDI AMT,Dzire ZD
Maruti,Dzire,ZDi AMT,Dzire ZD
Maruti,Dzire,ZDI PLUS,Dzire ZD
Maruti,Dzire,ZDI PLUS AMT,Dzire ZD
Maruti,Dzire,ZXI,Dzire ZX
Maruti,Dzire,ZXi [2020-2023],Dzire ZX
Maruti,Dzire,ZXi AGS [2020-2023],Dzire ZX
Maruti,Dzire,ZXI AMT,Dzire ZX
Maruti,Dzire,ZXi AMT,Dzire ZX
Maruti,Dzire,ZXI PLUS AMT,Dzire ZX
Maruti,Dzire,ZXI Plus,Dzire ZX
Maruti,Dzire,ZXI Plus AMT,Dzire ZX
Maruti,Dzire,ZXi Plus,Dzire ZX
Maruti,Dzire,ZXi Plus AGS [2020-2023],Dzire ZX
Maruti,Dzire,ZXi Plus AMT,Dzire ZX
Maruti,Eeco,5 STR AC,Eeco 5 STR
Maruti,Eeco,5 STR AC (O),Eeco 5 STR
Maruti,Eeco,5 STR AC CNG,Eeco 5 STR
Maruti,Eeco,5 STR WITH A/C+HTR,Eeco 5 STR
Maruti,Eeco,5 STR WITH A/C+HTR CNG,Eeco 5 STR
Maruti,Eeco,5 STR [2014-2019],Eeco 5 STR
Maruti,Eeco,7 STR STD [2022-2023],Eeco 7 STR
Maruti,Ertiga,LXI,Ertiga LX
Maruti,Ertiga,VDI,Ertiga VD
Maruti,Ertiga,VDi,Ertiga VD
Maruti,Ertiga,VDI SHVS,Ertiga VD
Maruti,Ertiga,VXI,Ertiga VX
Maruti,Ertiga,VXi,Ertiga VX
Maruti,Ertiga,VXi (O) CNG [2022-2023],Ertiga VX
Maruti,Ertiga,VXI ABS,Ertiga VX
Maruti,Ertiga,VXI AT,Ertiga VX
Maruti,Ertiga,VXI AT SHVS,Ertiga VX
Maruti,Ertiga,VXi AT,Ertiga VX
Maruti,Ertiga,VXI CNG,Ertiga VX
Maruti,Ertiga,VXI SHVS,Ertiga VX
Maruti,Ertiga,ZDI,Ertiga ZD
Maruti,Ertiga,ZDi,Ertiga ZD
Maruti,Ertiga,ZDI + SHVS,Ertiga ZD
Maruti,Ertiga,ZDi 1.3 Diesel,Ertiga ZD
Maruti,Ertiga,ZDi Plus 1.5 Diesel,Ertiga ZD
Maruti,Ertiga,ZDI SHVS,Ertiga ZD
Maruti,Ertiga,ZXI,Ertiga ZX
Maruti,Ertiga,ZXi,Ertiga ZX
Maruti,Ertiga,ZXI (O) CNG,Ertiga ZX
Maruti,Ertiga,ZXI AT SHVS,Ertiga ZX
Maruti,Ertiga,ZXi AT,Ertiga ZX
Maruti,Ertiga,ZXi Plus,Ertiga ZX
Maruti,Ertiga,ZXI+,Ertiga ZX
Maruti,Ertiga,ZXI+ AT SHVS,Ertiga ZX
Maruti,Ertiga,ZXI+ SHVS,Ertiga ZX
Maruti,Estilo,LXi BS-IV,Estilo LX
Maruti,Grand Vitara,ALPHA SMART HYBRID ALLGRIP,Grand Vitara Alpha
Maruti,Grand Vitara,Alpha Smart Hybrid AT [2022-2023],Grand Vitara Alpha
Maruti,Grand Vitara,Delta Smart Hybrid,Grand Vitara Delta
Maruti,Grand Vitara,SIGMA SMART HYBRID,Grand Vitara Sigma
Maruti,Grand Vitara,Zeta Smart Hybrid AT,Grand Vitara Zeta
Maruti,Grand Vitara,Zeta Smart Hybrid AT [2022-2023],Grand Vitara Zeta
Maruti,Ignis,ALPHA 1.2,Ignis Alpha
Maruti,Ignis,ALPHA 1.2 AMT,Ignis Alpha
Maruti,Ignis,Alpha 1.2 MT,Ignis Alpha
Maruti,Ignis,DELTA 1.2,Ignis Delta
Maruti,Ignis,DELTA 1.2 AMT,Ignis Delta
Maruti,Ignis,Delta 1.2 AMT,Ignis Delta
Maruti,Ignis,Delta 1.2 MT,Ignis Delta
Maruti,Ignis,Delta 1.2 MT [2023],Ignis Delta
Maruti,Ignis,DELTA 1.3,Ignis Delta
Maruti,Ignis,SIGMA 1.2,Ignis Sigma
Maruti,Ignis,Sigma 1.2 MT,Ignis Sigma
Maruti,Ignis,ZETA 1.2,Ignis Zeta
Maruti,Ignis,ZETA 1.2 AMT,Ignis Zeta
Maruti,Ignis,ZETA 1.2 AMT DUAL TONE,Ignis Zeta
Maruti,Ignis,Zeta 1.2 AMT,Ignis Zeta
Maruti,Ignis,Zeta 1.2 MT,Ignis Zeta
Maruti,Ignis,Zeta 1.3 AMT Diesel [2017-2018],Ignis Zeta
Maruti,Jimny,Zeta AT,Jimny Zeta
Maruti,New Wagon-R,LXI (O) 1.0,New Wagon-R LX
Maruti,New Wagon-R,LXI 1.0,New Wagon-R LX
Maruti,New Wagon-R,LXI CNG (O) 1.0,New Wagon-R LX
Maruti,New Wagon-R,LXI CNG 1.0,New Wagon-R LX
Maruti,New Wagon-R,VXI (O) 1.0,New Wagon-R VX
Maruti,New Wagon-R,VXI (O) 1.2,New Wagon-R VX
Maruti,New Wagon-R,VXI (O) 1.2 AMT,New Wagon-R VX
Maruti,New Wagon-R,VXI 1.0,New Wagon-R VX
Maruti,New Wagon-R,VXI 1.0 AMT,New Wagon-R VX
Maruti,New Wagon-R,VXI 1.2,New Wagon-R VX
Maruti,New Wagon-R,VXI 1.2 AMT,New Wagon-R VX
Maruti,New Wagon-R,VXI CNG 1.0,New Wagon-R VX
Maruti,New Wagon-R,ZXI 1.2,New Wagon-R ZX
Maruti,New Wagon-R,ZXI 1.2 AMT,New Wagon-R ZX
Maruti,New Wagon-R,ZXI PLUS 1.2 AMT,New Wagon-R ZX
Maruti,Omni,5 STR,Omni 5 STR
Maruti,Omni,5 STR BS-IV,Omni 5 STR
Maruti,Omni,Cargo BS-IV,Omni Cargo BS-IV
Maruti,OMNI E,8 STR,OMNI E 8 STR
Maruti,OMNI E,STD,OMNI E STD
Maruti,Ritz,GENUS VXI,Ritz GENUS VXI
Maruti,Ritz,Ldi BS-IV,Ritz LD
Maruti,Ritz,VDI,Ritz VD
Maruti,Ritz,Vdi BS-IV,Ritz VD
Maruti,Ritz,VXI,Ritz VX
Maruti,Ritz,VXI BS-IV,Ritz VX
Maruti,Ritz,Vxi BS-IV,Ritz VX
Maruti,Ritz,Zdi BS-IV,Ritz ZD
Maruti,Ritz,ZXI,Ritz ZX
Maruti,S Cross,ALPHA AT SMART HYBRID,S Cross Alpha
Maruti,S Cross,DELTA 1.3,S Cross Delta
Maruti,S Cross,SIGMA 1.5,S Cross Sigma
Maruti,S Cross,ZETA 1.3,S Cross Zeta
Maruti,S PRESSO,LXI,S PRESSO LX
Maruti,S PRESSO,LXI (O),S PRESSO LX
Maruti,S PRESSO,VXI,S PRESSO VX
Maruti,S PRESSO,VXI (O),S PRESSO VX
Maruti,S PRESSO,VXI (O) AMT,S PRESSO VX
Maruti,S PRESSO,VXI (O) CNG,S PRESSO VX
Maruti,S PRESSO,VXI AMT,S PRESSO VX
Maruti,S PRESSO,VXI CNG,S PRESSO VX
Maruti,S PRESSO,VXI PLUS (O) AMT,S PRESSO VX
Maruti,S PRESSO,VXI PLUS AMT,S PRESSO VX
Maruti,S PRESSO,VXI+,S PRESSO VX
Maruti,S-Cross,Alpha 1.3,S-Cross Alpha
Maruti,S-Cross,Delta 1.3,S-Cross Delta
Maruti,S-Cross,Delta 1.6,S-Cross Delta
Maruti,S-Cross,Sigma 1.3,S-Cross Sigma
Maruti,S-Cross,Zeta 1.3,S-Cross Zeta
Maruti,S-Cross,Zeta 1.6,S-Cross Zeta
Maruti,S-Cross 2020,Alpha AT,S-Cross 2020 Alpha
Maruti,S-Cross 2020,Zeta,S-Cross 2020 Zeta
Maruti,S-Presso,VXi,S-Presso VX
Maruti,S-Presso,VXi (O),S-Presso VX
Maruti,S-Presso,VXi AMT,S-Presso VX
Maruti,S-Presso,VXi Plus,S-Presso VX
Maruti,S-Presso,VXi Plus (O) AMT [2022-2023],S-Presso VX
Maruti,Swift,LDI,Swift LD
Maruti,Swift,LDi,Swift LD
Maruti,Swift,LXI,Swift LX
Maruti,Swift,LXi,Swift LX
Maruti,Swift,LXI (O),Swift LX
Maruti,Swift,LXi (O),Swift LX
Maruti,Swift,Lxi (O) [2014-2017],Swift LX
Maruti,Swift,VDI,Swift VD
Maruti,Swift,VDi,Swift VD
Maruti,Swift,VDi [2014-2017],Swift VD
Maruti,Swift,VDI ABS,Swift VD
Maruti,Swift,VDi ABS,Swift VD
Maruti,Swift,VDi ABS [2014-2017],Swift VD
Maruti,Swift,VDI AMT,Swift VD
Maruti,Swift,VXI,Swift VX
Maruti,Swift,VXi,Swift VX
Maruti,Swift,VXi [2014-2017],Swift VX
Maruti,Swift,VXi [2021-2023],Swift VX
Maruti,Swift,VXI ABS,Swift VX
Maruti,Swift,VXi ABS,Swift VX
Maruti,Swift,VXI AMT,Swift VX
Maruti,Swift,VXi AMT,Swift VX
Maruti,Swift,VXi AMT [2018-2019],Swift VX
Maruti,Swift,VXi AMT [2021-2023],Swift VX
Maruti,Swift,VXI O,Swift VX
Maruti,Swift,ZDI,Swift ZD
Maruti,Swift,ZDi,Swift ZD
Maruti,Swift,ZDI AMT,Swift ZD
Maruti,Swift,ZDi Plus AMT,Swift ZD
Maruti,Swift,ZXI,Swift ZX
Maruti,Swift,ZXi,Swift ZX
Maruti,Swift,ZXI AMT,Swift ZX
Maruti,Swift,ZXi AMT [2018-2019],Swift ZX
Maruti,Swift,ZXI PLUS,Swift ZX
Maruti,Swift,ZXI PLUS AMT,Swift ZX
Maruti,Swift,ZXI PLUS AMT DUAL TONE,Swift ZX
Maruti,Swift,ZXI PLUS DUAL TONE,Swift ZX
Maruti,Swift,ZXi Plus AMT Dual Tone [2021-2023],Swift ZX
Maruti,Swift,ZXi Plus AMT [2018-2019],Swift ZX
Maruti,Swift,ZXi Plus [2018-2019],Swift ZX
Maruti,Swift,ZXi Plus [2021-2023],Swift ZX
Maruti,Swift Dzire,LDI,Swift Dzire LD
Maruti,Swift Dzire,LXI,Swift Dzire LX
Maruti,Swift Dzire,LXI (O),Swift Dzire LX
Maruti,Swift Dzire,VDI,Swift Dzire VD
Maruti,Swift Dzire,VDI ABS,Swift Dzire VD
Maruti,Swift Dzire,VXI,Swift Dzire VX
Maruti,Swift Dzire,VXi,Swift Dzire VX
Maruti,Swift Dzire,VXI (O),Swift Dzire VX
Maruti,Swift Dzire,VXI AT,Swift Dzire VX
Maruti,Swift Dzire,VXI REGAL EDITION,Swift Dzire VX
Maruti,Swift Dzire,ZDI,Swift Dzire ZD
Maruti,Swift Dzire,ZDI AMT,Swift Dzire ZD
Maruti,Swift Dzire,ZXI,Swift Dzire ZX
Maruti,SX4,ZXi,SX4 ZX
Maruti,Vitara Brezza,LXI,Vitara Brezza LX
Maruti,Vitara Brezza,VDI,Vitara Brezza VD
Maruti,Vitara Brezza,VDi,Vitara Brezza VD
Maruti,Vitara Brezza,VDI (O),Vitara Brezza VD
Maruti,Vitara Brezza,VDi (O) [2016-2018],Vitara Brezza VD
Maruti,Vitara Brezza,VDi AGS,Vitara Brezza VD
Maruti,Vitara Brezza,VDI AMT,Vitara Brezza VD
Maruti,Vitara Brezza,VXI,Vitara Brezza VX
Maruti,Vitara Brezza,VXi,Vitara Brezza VX
Maruti,Vitara Brezza,VXI AT SHVS,Vitara Brezza VX
Maruti,Vitara Brezza,VXi AT SHVS,Vitara Brezza VX
Maruti,Vitara Brezza,ZDI,Vitara Brezza ZD
Maruti,Vitara Brezza,ZDi,Vitara Brezza ZD
Maruti,Vitara Brezza,ZDi AGS,Vitara Brezza ZD
Maruti,Vitara Brezza,ZDI AMT,Vitara Brezza ZD
Maruti,Vitara Brezza,ZDI PLUS,Vitara Brezza ZD
Maruti,Vitara Brezza,ZDI PLUS DUAL TONE,Vitara Brezza ZD
Maruti,Vitara Brezza,ZDi Plus,Vitara Brezza ZD
Maruti,Vitara Brezza,ZDi Plus AGS,Vitara Brezza ZD
Maruti,Vitara Brezza,ZDi Plus Dual Tone AGS,Vitara Brezza ZD
Maruti,Vitara Brezza,ZDi+ Dual Tone [2017-2018],Vitara Brezza ZD
Maruti,Vitara Brezza,ZXI,Vitara Brezza ZX
Maruti,Vitara Brezza,ZXI PLUS,Vitara Brezza ZX
Maruti,Vitara Brezza,ZXI PLUS AT DUAL TONE SHVS,Vitara Brezza ZX
Maruti,Vitara Brezza,ZXI PLUS AT SHVS,Vitara Brezza ZX
Maruti,Vitara Brezza,ZXI PLUS DUAL TONE,Vitara Brezza ZX
Maruti,Vitara Brezza,ZXi Plus,Vitara Brezza ZX
Maruti,Vitara Brezza,ZXi Plus AT SHVS,Vitara Brezza ZX
Maruti,Wagon R,LXi (O) 1.0 CNG [2019-2020],Wagon R LX
Maruti,Wagon R,LXi 1.0 CNG,Wagon R LX
Maruti,Wagon R,LXi 1.0 CNG [2019-2020],Wagon R LX
Maruti,Wagon R,LXi 1.0 [2019-2019],Wagon R LX
Maruti,Wagon R,LXi BS-III,Wagon R LX
Maruti,Wagon R,VXi (O) 1.0,Wagon R VX
Maruti,Wagon R,VXi (O) 1.0 AMT,Wagon R VX
Maruti,Wagon R,VXi (O) 1.2,Wagon R VX
Maruti,Wagon R,VXi (O) 1.2 AMT,Wagon R VX
Maruti,Wagon R,VXi 1.0 AMT [2019-2019],Wagon R VX
Maruti,Wagon R,VXi 1.0 [2019-2019],Wagon R VX
Maruti,Wagon R,VXi 1.2,Wagon R VX
Maruti,Wagon R,ZXi 1.2,Wagon R ZX
Maruti,Wagon R,ZXi 1.2 AMT,Wagon R ZX
Maruti,Wagon R,ZXI Plus 1.2 Dual Tone [2022-2023],Wagon R ZX
Maruti,Wagon R,ZXI Plus 1.2 [2022-2023],Wagon R ZX
Maruti,Wagon R 1.0,LX,Wagon R 1.0 LX
Maruti,Wagon R 1.0,LXI,Wagon R 1.0 LX
Maruti,Wagon R 1.0,LXi,Wagon R 1.0 LX
Maruti,Wagon R 1.0,LXI CNG,Wagon R 1.0 LX
Maruti,Wagon R 1.0,LXI CNG (O),Wagon R 1.0 LX
Maruti,Wagon R 1.0,LXi CNG,Wagon R 1.0 LX
Maruti,Wagon R 1.0,VXI,Wagon R 1.0 VX
Maruti,Wagon R 1.0,VXi,Wagon R 1.0 VX
Maruti,Wagon R 1.0,Vxi (ABS-Airbag),Wagon R 1.0 VX
Maruti,Wagon R 1.0,VXI (O) AMT,Wagon R 1.0 VX
Maruti,Wagon R 1.0,VXI AMT,Wagon R 1.0 VX
Maruti,Wagon R 1.0,VXI AMT (O),Wagon R 1.0 VX
Maruti,Wagon R 1.0,VXI OPT,Wagon R 1.0 VX
Maruti,Wagon R 1.0,VXI+,Wagon R 1.0 VX
Maruti,Wagon R 1.0,VXI+ (O),Wagon R 1.0 VX
Maruti,Wagon R 1.0,VXI+ (O) MT,Wagon R 1.0 VX
Maruti,Wagon R 1.0,VXI+ AMT,Wagon R 1.0 VX
Maruti,Wagon R Stingray,VXI,Wagon R Stingray VX
Maruti,XL6,ALPHA AT,XL6 Alpha
Maruti,XL6,Alpha AT Petrol,XL6 Alpha
Maruti,XL6,ALPHA PLUS AT,XL6 Alpha
Maruti,XL6,ALPHA PLUS MT,XL6 Alpha
Maruti,XL6,Alpha Plus MT Petrol Dual Tone [2022-2023],XL6 Alpha
Maruti,XL6,Alpha Plus MT Petrol [2022-2023],XL6 Alpha
Maruti,XL6,ZETA AT,XL6 Zeta
Maruti,XL6,Zeta AT Petrol,XL6 Zeta
Maruti,XL6,ZETA MT,XL6 Zeta
Maruti,XL6,Zeta MT Petrol,XL6 Zeta
Maruti,Zen,LX,Zen LX
Maruti,Zen Estilo,VXI,Zen Estilo VX
Mercedes-Benz,A-Class,A 180 CDI Style,A-Class A-Class
Mercedes-Benz,A-Class,A 200d,A-Class A-Class
Mercedes-Benz,A-Class Limousine,200,A-Class Limousine A-Class Limousine
Mercedes-Benz,A-Class Limousine,200d,A-Class Limousine A-Class Limousine
Mercedes-Benz,AMG GLE Coupe,53 4Matic Plus [2020-2023],AMG GLE Coupe AMG GLE Coupe
Mercedes-Benz,B-Class,B 200 Sport CDI,B-Class B-Class
Mercedes-Benz,B-Class,B180,B-Class B-Class
Mercedes-Benz,B-Class,B180 CDI,B-Class B-Class
Mercedes-Benz,C-Class,200 CGI Avantgarde,C-Class C-Class
Mercedes-Benz,C-Class,200 CGI Elegance,C-Class C-Class
Mercedes-Benz,C-Class,220 BlueEfficiency,C-Class C-Class
Mercedes-Benz,C-Class,220 CDI Elegance AT,C-Class C-Class
Mercedes-Benz,C-Class,220 CDI Sport,C-Class C-Class
Mercedes-Benz,C-Class,250 Avantgarde,C-Class C-Class
Mercedes-Benz,C-Class,250 CDI,C-Class C-Class
Mercedes-Benz,C-Class,250 CDI Elegance,C-Class C-Class
Mercedes-Benz,C-Class,C 200 Avantgarde,C-Class C-Class
Mercedes-Benz,C-Class,C 200 Progressive [2018-2020],C-Class C-Class
Mercedes-Benz,C-Class,C 200 [2022-2023],C-Class C-Class
Mercedes-Benz,C-Class,C 220 CDI Avantgarde,C-Class C-Class
Mercedes-Benz,C-Class,C 220 CDI Style,C-Class C-Class
Mercedes-Benz,C-Class,C 220d Progressive [2018-2019],C-Class C-Class
Mercedes-Benz,C-Class,C 220d [2022-2023],C-Class C-Class
Mercedes-Benz,C-Class,C 250 CDI BlueEFFICIENCY,C-Class C-Class
Mercedes-Benz,C-Class,C 250 d,C-Class C-Class
Mercedes-Benz,C-Class,C200 Progressive,C-Class C-Class
Mercedes-Benz,C-Class,C220d Prime,C-Class C-Class
Mercedes-Benz,C-Class,C220d Progressive,C-Class C-Class
Mercedes-Benz,C-Class,Edition C,C-Class C-Class
Mercedes-Benz,C-Coupe,43 AMG 4MATIC,C-Coupe C-Coupe
Mercedes-Benz,CLA,200 CDI Sport,CLA CLA
Mercedes-Benz,CLA,200 CDI Sport (CBU),CLA CLA
Mercedes-Benz,CLA,200 D Urban Sport,CLA CLA
Mercedes-Benz,CLA,200 Petrol Sport,CLA CLA
Mercedes-Benz,CLA,200 Urban Sport,CLA CLA
