srno,make,model,variant,n,new_variant,FORMULA,Column1,,,2158,1095,871
1421,Maruti,Celerio,VDi [2015-2017],1,,VDi [2015-2017],VD,,,,,
1422,Maruti,Celerio,VXI,27,,VXI,VX,,,,,
1428,Maruti,Celerio,VXi,8,,VXi,VX,,,,,
1423,Maruti,Celerio,VXI (O),6,,VXI (O),VX,,,,,
1424,Maruti,Celerio,VXI (O) CNG,5,,VXI (O),VX,,,,,
1429,Maruti,Celerio,VXi (O) CNG,1,,VXi (O),VX,,,,,
1430,Maruti,Celerio,VXi (O) CNG [2017-2019],2,,VXi (O),VX,,,,,
1431,Maruti,Celerio,VXi (O) [2017-2019],2,,VXi (O),VX,,,,,
1437,Maruti,Celerio,VXi [2017-2019],3,,VXi [2017-2019],VX,,,,,
1425,Maruti,Celerio,VXI AMT,31,,VXI AMT,VX,,,,,
1426,Maruti,Celerio,VXI AMT (O),6,,VXI AMT,VX,,,,,
1432,Maruti,Celerio,VXi AMT,4,,VXi AMT,VX,,,,,
1433,Maruti,Celerio,VXi AMT [2019-2020],3,,VXi AMT,VX,,,,,
1427,Maruti,Celerio,VXI CNG,19,,VXI CNG,VX,,,,,
1434,Maruti,Celerio,VXi CNG,6,,VXi CNG,VX,,,,,
1435,Maruti,Celerio,VXi CNG [2017-2019],2,,VXi CNG,VX,,,,,
1436,Maruti,Celerio,VXi CNG [2019-2020],2,,VXi CNG,VX,,,,,
1438,Maruti,Celerio,ZXI,18,,ZXI,ZX,,,,,
1444,Maruti,Celerio,ZXi,1,,ZXi,ZX,,,,,
1439,Maruti,Celerio,ZXI (O),7,,ZXI (O),ZX,,,,,
1445,Maruti,Celerio,ZXi (O) AMT [2017-2019],2,,ZXi (O),ZX,,,,,
1446,Maruti,Celerio,ZXi (O) AMT [2019-2020],2,,ZXi (O),ZX,,,,,
1452,Maruti,Celerio,ZXi [2017-2019],3,,ZXi [2017-2019],ZX,,,,,
1453,Maruti,Celerio,ZXi [2019-2020],1,,ZXi [2019-2020],ZX,,,,,
1440,Maruti,Celerio,ZXI AMT,28,,ZXI AMT,ZX,,,,,
1441,Maruti,Celerio,ZXI AMT (O),13,,ZXI AMT,ZX,,,,,
1447,Maruti,Celerio,ZXi AMT,3,,ZXi AMT,ZX,,,,,
1448,Maruti,Celerio,ZXi AMT ABS,4,,ZXi AMT,ZX,,,,,
1449,Maruti,Celerio,ZXi AMT [2017-2019],4,,ZXi AMT,ZX,,,,,
1450,Maruti,Celerio,ZXi AMT [2019-2020],6,,ZXi AMT,ZX,,,,,
1442,Maruti,Celerio,ZXI PLUS,10,,ZXI PLUS,ZX,,,,,
1443,Maruti,Celerio,ZXI PLUS AGS,3,,ZXI PLUS,ZX,,,,,
1451,Maruti,Celerio,ZXi Plus [2021-2023],4,,ZXi Plus,ZX,,,,,
1454,Maruti,Celerio X,VXI (O),1,,VXI (O),VX,,,,,
1455,Maruti,Celerio X,VXI (O) AMT,1,,VXI (O),VX,,,,,
1456,Maruti,Celerio X,ZXI,1,,ZXI,ZX,,,,,
1462,Maruti,Celerio X,Zxi,1,,Zxi,ZX,,,,,
1457,Maruti,Celerio X,ZXI (O),3,,ZXI (O),ZX,,,,,
1458,Maruti,Celerio X,ZXI (O) AMT,4,,ZXI (O),ZX,,,,,
1460,Maruti,Celerio X,ZXi (O) AMT,1,,ZXi (O),ZX,,,,,
1463,Maruti,Celerio X,Zxi (O) AMT [2017-2019],2,,Zxi (O),ZX,,,,,
1465,Maruti,Celerio X,Zxi [2017-2019],1,,Zxi [2017-2019],ZX,,,,,
1459,Maruti,Celerio X,ZXI AMT,3,,ZXI AMT,ZX,,,,,
1461,Maruti,Celerio X,ZXi AMT,1,,ZXi AMT,ZX,,,,,
1464,Maruti,Celerio X,Zxi AMT [2017-2019],1,,Zxi AMT,ZX,,,,,
1466,Maruti,Ciaz,ALPHA  AT 1.4  PETROL,3,,ALPHA ,Alpha,,,,,
1467,Maruti,Ciaz,ALPHA  AT 1.5 SHVS PETROL,13,,ALPHA ,Alpha,,,,,
1471,Maruti,Ciaz,Alpha 1.3 Hybrid,2,,Alpha 1.3,Alpha,,,,,
1468,Maruti,Ciaz,ALPHA 1.4 PETROL,7,,ALPHA 1.4,Alpha,,,,,
1472,Maruti,Ciaz,Alpha 1.4 MT,1,,Alpha 1.4,Alpha,,,,,
1469,Maruti,Ciaz,ALPHA 1.5 SHVS PETROL,12,,ALPHA 1.5,Alpha,,,,,
1473,Maruti,Ciaz,Alpha 1.5 [2020-2023],2,,Alpha 1.5,Alpha,,,,,
1470,Maruti,Ciaz,ALPHA DIESEL 1.3,1,,ALPHA DIESEL,Alpha,,,,,
1474,Maruti,Ciaz,Alpha Hybrid 1.5 AT [2018-2020],3,,Alpha Hybrid,Alpha,,,,,
1475,Maruti,Ciaz,Alpha Hybrid 1.5 [2018-2020],2,,Alpha Hybrid,Alpha,,,,,
1480,Maruti,Ciaz,Delta 1.3 Hybrid,1,,Delta 1.3,Delta,,,,,
1476,Maruti,Ciaz,DELTA 1.4 MT PETROL,2,,DELTA 1.4,Delta,,,,,
1481,Maruti,Ciaz,Delta 1.4 MT,5,,Delta 1.4,Delta,,,,,
1477,Maruti,Ciaz,DELTA 1.5 SHVS MT PETROL,15,,DELTA 1.5,Delta,,,,,
1482,Maruti,Ciaz,Delta 1.5 [2020-2023],1,,Delta 1.5,Delta,,,,,
1478,Maruti,Ciaz,DELTA AT 1.5 SHVS PETROL,8,,DELTA AT,Delta,,,,,
1479,Maruti,Ciaz,DELTA DIESEL 1.5,3,,DELTA DIESEL,Delta,,,,,
1483,Maruti,Ciaz,Delta Hybrid 1.5 AT [2018-2020],6,,Delta Hybrid,Delta,,,,,
1484,Maruti,Ciaz,SIGMA 1.4 MT PETROL,3,,SIGMA 1.4,Sigma,,,,,
1487,Maruti,Ciaz,Sigma 1.4 MT,1,,Sigma 1.4,Sigma,,,,,
1485,Maruti,Ciaz,SIGMA 1.5 SHVS MT  PETROL,8,,SIGMA 1.5,Sigma,,,,,
1486,Maruti,Ciaz,SIGMA DIESEL 1.3,1,,SIGMA DIESEL,Sigma,,,,,
1488,Maruti,Ciaz,VDI,2,,VDI,VD,,,,,
1489,Maruti,Ciaz,VDI (O) SHVS,1,,VDI (O),VD,,,,,
1490,Maruti,Ciaz,VDi (O) SHVS,1,,VDi (O),VD,,,,,
1492,Maruti,Ciaz,VDi [2014-2015],1,,VDi [2014-2015],VD,,,,,
1491,Maruti,Ciaz,VDi SHVS,1,,VDi SHVS,VD,,,,,
1493,Maruti,Ciaz,VDi+ SHVS,1,,VDi+ SHVS,VD,,,,,
1494,Maruti,Ciaz,VXI,8,,VXI,VX,,,,,
1496,Maruti,Ciaz,VXi,1,,VXi,VX,,,,,
1495,Maruti,Ciaz,VXI+,13,,VXI+,VX,,,,,
1497,Maruti,Ciaz,VXi+,5,,VXi+,VX,,,,,
1498,Maruti,Ciaz,VXi+ AT,2,,VXi+ AT,VX,,,,,
1500,Maruti,Ciaz,ZDi [2014-2015],1,,ZDi [2014-2015],ZD,,,,,
1499,Maruti,Ciaz,ZDI SHVS,1,,ZDI SHVS,ZD,,,,,
1501,Maruti,Ciaz,ZDi+ SHVS,2,,ZDi+ SHVS,ZD,,,,,
1514,Maruti,Ciaz,Zeta 1.3 Hybrid,1,,Zeta 1.3,Zeta,,,,,
1502,Maruti,Ciaz,ZETA 1.4  AT PETROL,8,,ZETA 1.4,Zeta,,,,,
1503,Maruti,Ciaz,ZETA 1.4  MT PETROL,4,,ZETA 1.4,Zeta,,,,,
1515,Maruti,Ciaz,Zeta 1.4 AT,5,,Zeta 1.4,Zeta,,,,,
1516,Maruti,Ciaz,Zeta 1.4 MT,2,,Zeta 1.4,Zeta,,,,,
1504,Maruti,Ciaz,ZETA 1.5 SHVS MT PETROL,2,,ZETA 1.5,Zeta,,,,,
1505,Maruti,Ciaz,ZETA AT 1.5  SHVS PETROL,1,,ZETA AT,Zeta,,,,,
1506,Maruti,Ciaz,ZETA DIESEL 1.3,2,,ZETA DIESEL,Zeta,,,,,
1507,Maruti,Ciaz,ZXI,8,,ZXI,ZX,,,,,
1512,Maruti,Ciaz,ZXi,3,,ZXi,ZX,,,,,
1513,Maruti,Ciaz,ZXi  AT,2,,ZXi ,ZX,,,,,
1508,Maruti,Ciaz,ZXI AT,5,,ZXI AT,ZX,,,,,
1509,Maruti,Ciaz,ZXI+,9,,ZXI+,ZX,,,,,
1510,Maruti,Ciaz,ZXI+ AT,4,,ZXI+ AT,ZX,,,,,
1511,Maruti,Ciaz,ZXI+ RS,2,,ZXI+ RS,ZX,,,,,
1517,Maruti,Dzire,LXI,3,,LXI,LX,,,,,
1518,Maruti,Dzire,LXi,1,,LXi,LX,,,,,
1519,Maruti,Dzire,LXi [2020-2023],1,,LXi [2020-2023],LX,,,,,
1520,Maruti,Dzire,VDI,4,,VDI,VD,,,,,
1522,Maruti,Dzire,VDi,1,,VDi,VD,,,,,
1521,Maruti,Dzire,VDI AMT,6,,VDI AMT,VD,,,,,
1523,Maruti,Dzire,VDi AMT,4,,VDi AMT,VD,,,,,
1524,Maruti,Dzire,VXI,29,,VXI,VX,,,,,
1526,Maruti,Dzire,VXi,9,,VXi,VX,,,,,
1529,Maruti,Dzire,VXi [2020-2023],11,,VXi [2020-2023],VX,,,,,
1525,Maruti,Dzire,VXI AMT,15,,VXI AMT,VX,,,,,
1527,Maruti,Dzire,VXi AMT,10,,VXi AMT,VX,,,,,
1528,Maruti,Dzire,VXi CNG,1,,VXi CNG,VX,,,,,
1530,Maruti,Dzire,ZDI AMT,2,,ZDI AMT,ZD,,,,,
1533,Maruti,Dzire,ZDi AMT,1,,ZDi AMT,ZD,,,,,
1531,Maruti,Dzire,ZDI PLUS,2,,ZDI PLUS,ZD,,,,,
1532,Maruti,Dzire,ZDI PLUS AMT,1,,ZDI PLUS,ZD,,,,,
1534,Maruti,Dzire,ZXI,4,,ZXI,ZX,,,,,
1544,Maruti,Dzire,ZXi [2020-2023],2,,ZXi [2020-2023],ZX,,,,,
1539,Maruti,Dzire,ZXi AGS [2020-2023],1,,ZXi AGS,ZX,,,,,
1535,Maruti,Dzire,ZXI AMT,6,,ZXI AMT,ZX,,,,,
1540,Maruti,Dzire,ZXi AMT,2,,ZXi AMT,ZX,,,,,
1536,Maruti,Dzire,ZXI PLUS AMT,6,,ZXI PLUS,ZX,,,,,
1537,Maruti,Dzire,ZXI Plus,3,,ZXI Plus,ZX,,,,,
1538,Maruti,Dzire,ZXI Plus AMT,5,,ZXI Plus,ZX,,,,,
1541,Maruti,Dzire,ZXi Plus,1,,ZXi Plus,ZX,,,,,
1542,Maruti,Dzire,ZXi Plus AGS [2020-2023],2,,ZXi Plus,ZX,,,,,
1543,Maruti,Dzire,ZXi Plus AMT,4,,ZXi Plus,ZX,,,,,
1545,Maruti,Eeco,5 STR AC,1,,5 STR,5 STR,,,,,
1546,Maruti,Eeco,5 STR AC (O),1,,5 STR,5 STR,,,,,
1547,Maruti,Eeco,5 STR AC CNG,2,,5 STR,5 STR,,,,,
1548,Maruti,Eeco,5 STR WITH A/C+HTR,5,,5 STR,5 STR,,,,,
1549,Maruti,Eeco,5 STR WITH A/C+HTR CNG,1,,5 STR,5 STR,,,,,
1550,Maruti,Eeco,5 STR [2014-2019],1,,5 STR,5 STR,,,,,
1551,Maruti,Eeco,7 STR STD [2022-2023],1,,7 STR,7 STR,,,,,
1552,Maruti,Ertiga,LXI,1,,LXI,LX,,,,,
1553,Maruti,Ertiga,VDI,2,,VDI,VD,,,,,
1555,Maruti,Ertiga,VDi,3,,VDi,VD,,,,,
1554,Maruti,Ertiga,VDI SHVS,11,,VDI SHVS,VD,,,,,
1556,Maruti,Ertiga,VXI,13,,VXI,VX,,,,,
1562,Maruti,Ertiga,VXi,7,,VXi,VX,,,,,
1563,Maruti,Ertiga,VXi (O) CNG [2022-2023],2,,VXi (O),VX,,,,,
1557,Maruti,Ertiga,VXI ABS,1,,VXI ABS,VX,,,,,
1558,Maruti,Ertiga,VXI AT,3,,VXI AT,VX,,,,,
1559,Maruti,Ertiga,VXI AT SHVS,1,,VXI AT,VX,,,,,
1564,Maruti,Ertiga,VXi AT,1,,VXi AT,VX,,,,,
1560,Maruti,Ertiga,VXI CNG,7,,VXI CNG,VX,,,,,
1561,Maruti,Ertiga,VXI SHVS,1,,VXI SHVS,VX,,,,,
1565,Maruti,Ertiga,ZDI,1,,ZDI,ZD,,,,,
1568,Maruti,Ertiga,ZDi,1,,ZDi,ZD,,,,,
1566,Maruti,Ertiga,ZDI + SHVS,7,,ZDI +,ZD,,,,,
1569,Maruti,Ertiga,ZDi 1.3 Diesel,1,,ZDi 1.3,ZD,,,,,
1570,Maruti,Ertiga,ZDi Plus 1.5 Diesel,1,,ZDi Plus,ZD,,,,,
1567,Maruti,Ertiga,ZDI SHVS,3,,ZDI SHVS,ZD,,,,,
1571,Maruti,Ertiga,ZXI,7,,ZXI,ZX,,,,,
1577,Maruti,Ertiga,ZXi,5,,ZXi,ZX,,,,,
1572,Maruti,Ertiga,ZXI (O) CNG,1,,ZXI (O),ZX,,,,,
1573,Maruti,Ertiga,ZXI AT SHVS,1,,ZXI AT,ZX,,,,,
1578,Maruti,Ertiga,ZXi AT,1,,ZXi AT,ZX,,,,,
1579,Maruti,Ertiga,ZXi Plus,2,,ZXi Plus,ZX,,,,,
1574,Maruti,Ertiga,ZXI+,1,,ZXI+,ZX,,,,,
1575,Maruti,Ertiga,ZXI+ AT SHVS,2,,ZXI+ AT,ZX,,,,,
1576,Maruti,Ertiga,ZXI+ SHVS,1,,ZXI+ SHVS,ZX,,,,,
1580,Maruti,Estilo,LXi BS-IV,2,,LXi BS-IV,LX,,,,,
1581,Maruti,Grand Vitara,ALPHA SMART HYBRID ALLGRIP,1,,ALPHA SMART,Alpha,,,,,
1582,Maruti,Grand Vitara,Alpha Smart Hybrid AT [2022-2023],1,,Alpha Smart,Alpha,,,,,
1583,Maruti,Grand Vitara,Delta Smart Hybrid,1,,Delta Smart,Delta,,,,,
1584,Maruti,Grand Vitara,SIGMA SMART HYBRID,1,,SIGMA SMART,Sigma,,,,,
1585,Maruti,Grand Vitara,Zeta Smart Hybrid AT,1,,Zeta Smart,Zeta,,,,,
1586,Maruti,Grand Vitara,Zeta Smart Hybrid AT [2022-2023],1,,Zeta Smart,Zeta,,,,,
1587,Maruti,Ignis,ALPHA 1.2,8,,ALPHA 1.2,Alpha,,,,,
1588,Maruti,Ignis,ALPHA 1.2 AMT,2,,ALPHA 1.2,Alpha,,,,,
1589,Maruti,Ignis,Alpha 1.2 MT,2,,Alpha 1.2,Alpha,,,,,
1590,Maruti,Ignis,DELTA 1.2,18,,DELTA 1.2,Delta,,,,,
1591,Maruti,Ignis,DELTA 1.2 AMT,5,,DELTA 1.2,Delta,,,,,
1593,Maruti,Ignis,Delta 1.2 AMT,2,,Delta 1.2,Delta,,,,,
1594,Maruti,Ignis,Delta 1.2 MT,6,,Delta 1.2,Delta,,,,,
1595,Maruti,Ignis,Delta 1.2 MT [2023],1,,Delta 1.2,Delta,,,,,
1592,Maruti,Ignis,DELTA 1.3,1,,DELTA 1.3,Delta,,,,,
1596,Maruti,Ignis,SIGMA 1.2,9,,SIGMA 1.2,Sigma,,,,,
1597,Maruti,Ignis,Sigma 1.2 MT,5,,Sigma 1.2,Sigma,,,,,
1598,Maruti,Ignis,ZETA 1.2,14,,ZETA 1.2,Zeta,,,,,
1599,Maruti,Ignis,ZETA 1.2 AMT,12,,ZETA 1.2,Zeta,,,,,
1600,Maruti,Ignis,ZETA 1.2 AMT DUAL TONE,2,,ZETA 1.2,Zeta,,,,,
1601,Maruti,Ignis,Zeta 1.2 AMT,6,,Zeta 1.2,Zeta,,,,,
1602,Maruti,Ignis,Zeta 1.2 MT,2,,Zeta 1.2,Zeta,,,,,
1603,Maruti,Ignis,Zeta 1.3 AMT Diesel [2017-2018],1,,Zeta 1.3,Zeta,,,,,
1604,Maruti,Jimny,Zeta AT,1,,Zeta AT,Zeta,,,,,
1605,Maruti,New Wagon-R,LXI (O) 1.0,1,,LXI (O),LX,,,,,
1606,Maruti,New Wagon-R,LXI 1.0,18,,LXI 1.0,LX,,,,,
1607,Maruti,New Wagon-R,LXI CNG (O) 1.0,12,,LXI CNG,LX,,,,,
1608,Maruti,New Wagon-R,LXI CNG 1.0,14,,LXI CNG,LX,,,,,
1609,Maruti,New Wagon-R,VXI (O) 1.0,5,,VXI (O),VX,,,,,
1610,Maruti,New Wagon-R,VXI (O) 1.2,6,,VXI (O),VX,,,,,
1611,Maruti,New Wagon-R,VXI (O) 1.2 AMT,5,,VXI (O),VX,,,,,
1612,Maruti,New Wagon-R,VXI 1.0,5,,VXI 1.0,VX,,,,,
1613,Maruti,New Wagon-R,VXI 1.0 AMT,11,,VXI 1.0,VX,,,,,
1614,Maruti,New Wagon-R,VXI 1.2,13,,VXI 1.2,VX,,,,,
1615,Maruti,New Wagon-R,VXI 1.2 AMT,5,,VXI 1.2,VX,,,,,
1616,Maruti,New Wagon-R,VXI CNG 1.0,1,,VXI CNG,VX,,,,,
1617,Maruti,New Wagon-R,ZXI 1.2,20,,ZXI 1.2,ZX,,,,,
1618,Maruti,New Wagon-R,ZXI 1.2 AMT,6,,ZXI 1.2,ZX,,,,,
1619,Maruti,New Wagon-R,ZXI PLUS 1.2 AMT,1,,ZXI PLUS,ZX,,,,,
1622,Maruti,Omni,5 STR,1,,5 STR,5 STR,,,,,
1623,Maruti,Omni,5 STR BS-IV,1,,5 STR,5 STR,,,,,
1624,Maruti,Omni,Cargo BS-IV,1,,Cargo BS-IV,Cargo BS-IV,,,,,
1620,Maruti,OMNI E,8 STR,1,,8 STR,8 STR,,,,,
1621,Maruti,OMNI E,STD,1,,STD,STD,,,,,
1625,Maruti,Ritz,GENUS VXI,1,,GENUS VXI,GENUS VXI,,,,,
1626,Maruti,Ritz,Ldi BS-IV,1,,Ldi BS-IV,LD,,,,,
1627,Maruti,Ritz,VDI,1,,VDI,VD,,,,,
1630,Maruti,Ritz,Vdi BS-IV,2,,Vdi BS-IV,VD,,,,,
1628,Maruti,Ritz,VXI,8,,VXI,VX,,,,,
1629,Maruti,Ritz,VXI BS-IV,2,,VXI BS-IV,VX,,,,,
1631,Maruti,Ritz,Vxi BS-IV,1,,Vxi BS-IV,VX,,,,,
1633,Maruti,Ritz,Zdi BS-IV,1,,Zdi BS-IV,ZD,,,,,
1632,Maruti,Ritz,ZXI,1,,ZXI,ZX,,,,,
1634,Maruti,S Cross,ALPHA AT SMART HYBRID,1,,ALPHA AT,Alpha,,,,,
1635,Maruti,S Cross,DELTA 1.3,1,,DELTA 1.3,Delta,,,,,
1636,Maruti,S Cross,SIGMA 1.5,1,,SIGMA 1.5,Sigma,,,,,
1637,Maruti,S Cross,ZETA 1.3,1,,ZETA 1.3,Zeta,,,,,
1638,Maruti,S PRESSO,LXI,2,,LXI,LX,,,,,
1639,Maruti,S PRESSO,LXI (O),1,,LXI (O),LX,,,,,
1640,Maruti,S PRESSO,VXI,3,,VXI,VX,,,,,
1641,Maruti,S PRESSO,VXI (O),2,,VXI (O),VX,,,,,
1642,Maruti,S PRESSO,VXI (O) AMT,2,,VXI (O),VX,,,,,
1643,Maruti,S PRESSO,VXI (O) CNG,3,,VXI (O),VX,,,,,
1644,Maruti,S PRESSO,VXI AMT,4,,VXI AMT,VX,,,,,
1645,Maruti,S PRESSO,VXI CNG,6,,VXI CNG,VX,,,,,
1646,Maruti,S PRESSO,VXI PLUS (O) AMT,4,,VXI PLUS,VX,,,,,
1647,Maruti,S PRESSO,VXI PLUS AMT,15,,VXI PLUS,VX,,,,,
1648,Maruti,S PRESSO,VXI+,39,,VXI+,VX,,,,,
1649,Maruti,S-Cross,Alpha 1.3,3,,Alpha 1.3,Alpha,,,,,
1650,Maruti,S-Cross,Delta 1.3,1,,Delta 1.3,Delta,,,,,
1651,Maruti,S-Cross,Delta 1.6,1,,Delta 1.6,Delta,,,,,
1652,Maruti,S-Cross,Sigma 1.3,1,,Sigma 1.3,Sigma,,,,,
1653,Maruti,S-Cross,Zeta 1.3,5,,Zeta 1.3,Zeta,,,,,
1654,Maruti,S-Cross,Zeta 1.6,1,,Zeta 1.6,Zeta,,,,,
1655,Maruti,S-Cross 2020,Alpha AT,3,,Alpha AT,Alpha,,,,,
1656,Maruti,S-Cross 2020,Zeta,1,,Zeta,Zeta,,,,,
1657,Maruti,S-Presso,VXi,1,,VXi,VX,,,,,
1658,Maruti,S-Presso,VXi (O),1,,VXi (O),VX,,,,,
1659,Maruti,S-Presso,VXi AMT,1,,VXi AMT,VX,,,,,
1660,Maruti,S-Presso,VXi Plus,9,,VXi Plus,VX,,,,,
1661,Maruti,S-Presso,VXi Plus (O) AMT [2022-2023],1,,VXi Plus,VX,,,,,
1663,Maruti,Swift,LDI,2,,LDI,LD,,,,,
1664,Maruti,Swift,LDi,1,,LDi,LD,,,,,
1665,Maruti,Swift,LXI,13,,LXI,LX,,,,,
1667,Maruti,Swift,LXi,4,,LXi,LX,,,,,
1666,Maruti,Swift,LXI (O),14,,LXI (O),LX,,,,,
1668,Maruti,Swift,LXi (O),1,,LXi (O),LX,,,,,
1669,Maruti,Swift,Lxi (O) [2014-2017],3,,Lxi (O),LX,,,,,
1670,Maruti,Swift,VDI,9,,VDI,VD,,,,,
1673,Maruti,Swift,VDi,8,,VDi,VD,,,,,
1676,Maruti,Swift,VDi [2014-2017],1,,VDi [2014-2017],VD,,,,,
1671,Maruti,Swift,VDI ABS,2,,VDI ABS,VD,,,,,
1674,Maruti,Swift,VDi ABS,1,,VDi ABS,VD,,,,,
1675,Maruti,Swift,VDi ABS [2014-2017],1,,VDi ABS,VD,,,,,
1672,Maruti,Swift,VDI AMT,1,,VDI AMT,VD,,,,,
1677,Maruti,Swift,VXI,114,,VXI,VX,,,,,
1681,Maruti,Swift,VXi,14,,VXi,VX,,,,,
1686,Maruti,Swift,VXi [2014-2017],15,,VXi [2014-2017],VX,,,,,
1687,Maruti,Swift,VXi [2021-2023],5,,VXi [2021-2023],VX,,,,,
1678,Maruti,Swift,VXI ABS,2,,VXI ABS,VX,,,,,
1682,Maruti,Swift,VXi ABS,2,,VXi ABS,VX,,,,,
1679,Maruti,Swift,VXI AMT,10,,VXI AMT,VX,,,,,
1683,Maruti,Swift,VXi AMT,2,,VXi AMT,VX,,,,,
1684,Maruti,Swift,VXi AMT [2018-2019],2,,VXi AMT,VX,,,,,
1685,Maruti,Swift,VXi AMT [2021-2023],2,,VXi AMT,VX,,,,,
1680,Maruti,Swift,VXI O,4,,VXI O,VX,,,,,
1688,Maruti,Swift,ZDI,3,,ZDI,ZD,,,,,
1690,Maruti,Swift,ZDi,1,,ZDi,ZD,,,,,
1689,Maruti,Swift,ZDI AMT,1,,ZDI AMT,ZD,,,,,
1691,Maruti,Swift,ZDi Plus AMT,1,,ZDi Plus,ZD,,,,,
1692,Maruti,Swift,ZXI,22,,ZXI,ZX,,,,,
1698,Maruti,Swift,ZXi,10,,ZXi,ZX,,,,,
1693,Maruti,Swift,ZXI AMT,10,,ZXI AMT,ZX,,,,,
1699,Maruti,Swift,ZXi AMT [2018-2019],2,,ZXi AMT,ZX,,,,,
1694,Maruti,Swift,ZXI PLUS,11,,ZXI PLUS,ZX,,,,,
1695,Maruti,Swift,ZXI PLUS AMT,3,,ZXI PLUS,ZX,,,,,
1696,Maruti,Swift,ZXI PLUS AMT DUAL TONE,2,,ZXI PLUS,ZX,,,,,
1697,Maruti,Swift,ZXI PLUS DUAL TONE,1,,ZXI PLUS,ZX,,,,,
1700,Maruti,Swift,ZXi Plus AMT Dual Tone [2021-2023],3,,ZXi Plus,ZX,,,,,
1701,Maruti,Swift,ZXi Plus AMT [2018-2019],2,,ZXi Plus,ZX,,,,,
1702,Maruti,Swift,ZXi Plus [2018-2019],3,,ZXi Plus,ZX,,,,,
1703,Maruti,Swift,ZXi Plus [2021-2023],3,,ZXi Plus,ZX,,,,,
1704,Maruti,Swift ,LXi,1,,LXi,LX,,,,,
1705,Maruti,Swift ,VXi,1,,VXi,VX,,,,,
1706,Maruti,Swift Dzire,LDI,3,,LDI,LD,,,,,
1707,Maruti,Swift Dzire,LXI,3,,LXI,LX,,,,,
1708,Maruti,Swift Dzire,LXI (O),3,,LXI (O),LX,,,,,
1709,Maruti,Swift Dzire,VDI,23,,VDI,VD,,,,,
1710,Maruti,Swift Dzire,VDI ABS,4,,VDI ABS,VD,,,,,
1711,Maruti,Swift Dzire,VXI,71,,VXI,VX,,,,,
1715,Maruti,Swift Dzire,VXi,1,,VXi,VX,,,,,
1712,Maruti,Swift Dzire,VXI (O),2,,VXI (O),VX,,,,,
1713,Maruti,Swift Dzire,VXI AT,1,,VXI AT,VX,,,,,
1714,Maruti,Swift Dzire,VXI REGAL EDITION,1,,VXI REGAL,VX,,,,,
1716,Maruti,Swift Dzire,ZDI,8,,ZDI,ZD,,,,,
1717,Maruti,Swift Dzire,ZDI AMT,3,,ZDI AMT,ZD,,,,,
1718,Maruti,Swift Dzire,ZXI,20,,ZXI,ZX,,,,,
1662,Maruti,SX4,ZXi,1,,ZXi,ZX,,,,,
1719,Maruti,Vitara Brezza,LXI,1,,LXI,LX,,,,,
1720,Maruti,Vitara Brezza,VDI,2,,VDI,VD,,,,,
1723,Maruti,Vitara Brezza,VDi,4,,VDi,VD,,,,,
1721,Maruti,Vitara Brezza,VDI (O),5,,VDI (O),VD,,,,,
1724,Maruti,Vitara Brezza,VDi (O) [2016-2018],5,,VDi (O),VD,,,,,
1725,Maruti,Vitara Brezza,VDi AGS,1,,VDi AGS,VD,,,,,
1722,Maruti,Vitara Brezza,VDI AMT,1,,VDI AMT,VD,,,,,
1726,Maruti,Vitara Brezza,VXI,3,,VXI,VX,,,,,
1728,Maruti,Vitara Brezza,VXi,2,,VXi,VX,,,,,
1727,Maruti,Vitara Brezza,VXI AT SHVS,4,,VXI AT,VX,,,,,
1729,Maruti,Vitara Brezza,VXi AT SHVS,2,,VXi AT,VX,,,,,
1730,Maruti,Vitara Brezza,ZDI,6,,ZDI,ZD,,,,,
1734,Maruti,Vitara Brezza,ZDi,5,,ZDi,ZD,,,,,
1735,Maruti,Vitara Brezza,ZDi AGS,2,,ZDi AGS,ZD,,,,,
1731,Maruti,Vitara Brezza,ZDI AMT,2,,ZDI AMT,ZD,,,,,
1732,Maruti,Vitara Brezza,ZDI PLUS,5,,ZDI PLUS,ZD,,,,,
1733,Maruti,Vitara Brezza,ZDI PLUS DUAL TONE,1,,ZDI PLUS,ZD,,,,,
1736,Maruti,Vitara Brezza,ZDi Plus,2,,ZDi Plus,ZD,,,,,
1737,Maruti,Vitara Brezza,ZDi Plus AGS,2,,ZDi Plus,ZD,,,,,
1738,Maruti,Vitara Brezza,ZDi Plus Dual Tone AGS,1,,ZDi Plus,ZD,,,,,
1739,Maruti,Vitara Brezza,ZDi+ Dual Tone [2017-2018],2,,ZDi+ Dual,ZD,,,,,
1740,Maruti,Vitara Brezza,ZXI,2,,ZXI,ZX,,,,,
1741,Maruti,Vitara Brezza,ZXI PLUS,4,,ZXI PLUS,ZX,,,,,
1742,Maruti,Vitara Brezza,ZXI PLUS AT DUAL TONE SHVS,2,,ZXI PLUS,ZX,,,,,
1743,Maruti,Vitara Brezza,ZXI PLUS AT SHVS,5,,ZXI PLUS,ZX,,,,,
1744,Maruti,Vitara Brezza,ZXI PLUS DUAL TONE,1,,ZXI PLUS,ZX,,,,,
1745,Maruti,Vitara Brezza,ZXi Plus,2,,ZXi Plus,ZX,,,,,
1746,Maruti,Vitara Brezza,ZXi Plus AT SHVS,7,,ZXi Plus,ZX,,,,,
