make,model,variant,year,transmission,bodyType,fuelType,ownerNumber,odometerReading,cityRto,listingPrice,fitnessUpto,insuranceType,duplicateKey,city,registrationYear,registrationMonth,websiteUrl
Volkswagen,Polo [2016-2019],Highline Plus 1.0 (P) 16 Alloy,2018,Manual - 5 Gears,Hatchback,Petrol,First,"41,980",MH12QM0103,690000,MISSING,,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/volkswagen-polo-cars-in-pune/617gtgaq/
Maruti Suzuki,Celerio [2017-2021],VXi (O) CNG [2017-2019],2018,Manual - 5 Gears,Hatchback,CNG,First,"57,098",MH05DS6610,488000,MISSING,Expired,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-celerio-cars-in-pune/kptt1540/
Hyundai,Verna [2015-2017],1.6 VTVT SX,2017,Manual - 5 Gears,Sedan,Petrol,First,"37,185",MH12PH4679,756000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/hyundai-verna-cars-in-pune/ij1klcdq/
BMW,5 Series [2017-2021],520d Luxury Line [2017-2019],2021,"Automatic - 8 Gears, Manual Override, Sport Mode",Sedan,Diesel,First,"34,000",MH12XX0727,6000000,MISSING,,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/bmw-5-series-cars-in-pune/21sgdibs/
Honda,Amaze [2018-2021],1.5 V CVT Diesel,2018,Automatic (CVT) - 7 Gears,Compact Sedan,Diesel,First,"70,458",MH46BE8358,644000,MISSING,,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/honda-amaze-cars-in-pune/rkx3zxau/
Volkswagen,Polo [2016-2019],Highline1.2L (P),2016,Manual - 5 Gears,Hatchback,Petrol,First,"61,672",MH14FM6984,530000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/volkswagen-polo-cars-in-pune/ru0n3y2c/
BMW,5 Series [2017-2021],520d Luxury Line [2017-2019],2021,"Automatic - 8 Gears, Manual Override, Sport Mode",Sedan,Diesel,First,"34,000",MH12XX0727,6000000,MISSING,,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/bmw-5-series-cars-in-pune/21sgdibs/
Audi,Q3 [2017-2020],30 TDI Premium FWD,2018,Automatic - 7 Gears,SUV,Diesel,First,"60,000",MH03CS2869,2200000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/audi-q3-cars-in-pune/mi581hwl/
Volkswagen,Virtus [2022-2023],Topline 1.0 TSI AT,2022,"Automatic (TC) - 6 Gears, Paddle Shift, Sport Mode",MISSING,Petrol,First,"46,000",MH11DH4500,1580000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/volkswagen-virtus-cars-in-pune/7bz1wq6b/
Maruti Suzuki,Swift [2014-2018],VXi [2014-2017],2016,Manual - 5 Gears,Hatchback,Petrol,First,"75,058",MH12NJ1776,515000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-swift-cars-in-pune/b7t78n2a/
Land Rover,Freelander 2 [2012-2013],HSE SD4,2015,Not Available,Sedan,Not Available,Second,"1,00,000",MH12XX8665,2000000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/land-rover-freelander-cars-in-pune/2ft8p815/
Mahindra,TUV300 [2015-2019],T10,2018,Manual - 5 Gears,MISSING,Diesel,First,"52,228",MH14HD0238,925000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/mahindra-tuv300-cars-in-pune/jc9vbfvv/
Honda,Amaze [2013-2016],1.2 S i-VTEC,2015,Manual - 5 Gears,Sedan,Petrol,First,"14,995",MH01BY4332,385000,MISSING,Expired,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/honda-amaze-cars-in-pune/p6gjhdad/
Honda,Amaze [2013-2016],1.5 S i-DTEC,2014,Manual - 5 Gears,Sedan,Diesel,First,"63,016",MH43AR0153,394000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/honda-amaze-cars-in-pune/wjcpxm1g/
Renault,Kwid [2019-2022],CLIMBER 1.0 (O),2020,Manual - 5 Gears,Hatchback,Petrol,First,"13,968",MH14JH6754,444338,MISSING,Expired,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/renault-kwid-cars-in-pune/t9hs2jr8/
Honda,WR-V,SV MT Petrol,2020,Manual - 5 Gears,Compact SUV,Petrol,First,"16,840",MH12SU4046,760000,MISSING,Expired,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/honda-wr-v-cars-in-pune/ajzb03ja/
Maruti Suzuki,Swift [2014-2018],VXi [2014-2017],2016,Manual - 5 Gears,Hatchback,Petrol,First,"75,058",MH12NJ1776,470371,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-swift-cars-in-pune/mvxowgam/
Maruti Suzuki,Vitara Brezza [2020-2022],VXi AT SHVS,2021,Automatic (TC) - 4 Gears,Compact SUV,Petrol,First,"17,902",MH12TD5884,893000,MISSING,Expired,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-vitara-brezza-cars-in-pune/8hkyfgxw/
Renault,Triber [2019-2023],RXZ EASY-R AMT Dual Tone,2022,"AMT - 5 Gears, Manual Override",MUV,Petrol,First,"15,754",MH12TY9198,764000,MISSING,Expired,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/renault-triber-cars-in-pune/eyl4rvoz/
Maruti Suzuki,Baleno,Delta MT [2022-2023],2022,Manual - 5 Gears,Hatchback,Petrol,First,"25,919",MH12TY4669,699896,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-baleno-cars-in-pune/a7z6qhmi/
Honda,Amaze [2013-2016],1.5 S i-DTEC,2014,Manual - 5 Gears,Sedan,Diesel,First,"63,016",MH43AR0153,394000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/honda-amaze-cars-in-pune/wjcpxm1g/
Renault,Kwid [2019-2022],CLIMBER 1.0 (O),2020,Manual - 5 Gears,Hatchback,Petrol,First,"13,968",MH14JH6754,444338,MISSING,Expired,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/renault-kwid-cars-in-pune/t9hs2jr8/
Honda,WR-V,SV MT Petrol,2020,Manual - 5 Gears,Compact SUV,Petrol,First,"16,840",MH12SU4046,760000,MISSING,Expired,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/honda-wr-v-cars-in-pune/ajzb03ja/
Maruti Suzuki,Swift [2014-2018],VXi [2014-2017],2016,Manual - 5 Gears,Hatchback,Petrol,First,"75,058",MH12NJ1776,470371,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-swift-cars-in-pune/mvxowgam/
Maruti Suzuki,Vitara Brezza [2020-2022],VXi AT SHVS,2021,Automatic (TC) - 4 Gears,Compact SUV,Petrol,First,"17,902",MH12TD5884,893000,MISSING,Expired,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-vitara-brezza-cars-in-pune/8hkyfgxw/
Tata,Nexon [2020-2023],XZA Plus Diesel [2020-2023],2021,"AMT - 6 Gears, Manual Override, Sport Mode",Compact SUV,Diesel,First,"50,524",MH14JM6508,982000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/tata-nexon-cars-in-pune/s7lt148b/
Jeep,Compass [2017-2021],Sport Plus 1.4 Petrol [2019-2020],2019,Manual - 6 Gears,SUV,Petrol,First,"24,321",MH11CW0401,1115000,MISSING,Expired,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/jeep-compass-cars-in-pune/jsiv1um0/
Ford,EcoSport [2017-2019],Titanium 1.5L TDCi,2019,Manual - 5 Gears,SUV,Diesel,First,"44,268",MH12RK3666,857000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/ford-ecosport-cars-in-pune/o160yxg3/
Maruti Suzuki,Celerio [2017-2021],VXi (O) CNG,2020,Manual - 5 Gears,Hatchback,CNG,First,"40,609",MH12SL6754,565000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-celerio-cars-in-pune/sa4pxqpw/
Honda,Amaze [2016-2018],1.2 S i-VTEC,2019,Manual - 5 Gears,Compact Sedan,Petrol,First,"62,458",MH12RK3524,572399,MISSING,Expired,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/honda-amaze-cars-in-pune/wo2h7pr1/
Maruti Suzuki,Celerio [2014-2017],ZXi AMT ABS,2017,"Automatic - 5 Gears, Manual Override",Hatchback,Petrol,First,"67,082",MH43BE8261,404350,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-celerio-cars-in-pune/z8kheii2/
Renault,Kwid [2015-2019],RXT Opt [2015-2019],2021,Manual - 5 Gears,Hatchback,Petrol,First,"11,122",MH47BB0214,486132,MISSING,Expired,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/renault-kwid-cars-in-pune/13cm2ro1/
Honda,City [2014-2017],SV CVT,2015,Automatic - CVT Gears,Sedan,Petrol,First,"61,192",MH03BW6937,533000,MISSING,Expired,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/honda-city-cars-in-pune/uxtwmtr2/
Hyundai,Creta [2015-2017],1.6 SX,2016,Manual - 6 Gears,SUV,Diesel,First,"58,645",MH43AW1126,869283,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/hyundai-creta-cars-in-pune/09fria6h/
Kia,Sonet [2020-2022],HTX 1.5 [2020-2021],2022,Manual - 6 Gears,MISSING,Diesel,First,"28,435",MH12UC2373,1225000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/kia-sonet-cars-in-pune/u4pwn8m3/
Hyundai,Verna [2015-2017],1.6 CRDI SX (O),2019,Manual - 6 Gears,Sedan,Diesel,First,"57,135",MH01DK1478,927085,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/hyundai-verna-cars-in-pune/ix3hegnx/
Honda,Amaze [2018-2021],1.2 S CVT Petrol [2018-2020],2020,Automatic (CVT),Compact Sedan,Petrol,First,"3,864",MH03DK4574,723561,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/honda-amaze-cars-in-pune/kxc9sg9h/
Honda,Amaze,VX CVT 1.2 Petrol [2021],2021,"Automatic (CVT) - CVT Gears, Paddle Shift",Compact Sedan,Petrol,First,"18,407",MH43CG2482,812000,MISSING,Expired,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/honda-amaze-cars-in-pune/jh1xcfr2/
Hyundai,i10 [2010-2017],1.1L iRDE Magna Special Edition,2016,Manual - 5 Gears,Hatchback,Petrol,First,"49,598",MH46AU6594,316976,MISSING,Expired,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/hyundai-i10-cars-in-pune/v62ak3qx/
Maruti Suzuki,Wagon R 1.0 [2010-2013],LXi,2013,Manual,Hatchback,Petrol,First,"44,631",MH12JZ7246,297000,MISSING,Expired,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-wagon-r-cars-in-pune/go65xvds/
Honda,Amaze [2018-2021],1.2 V CVT Petrol [2018-2020],2018,"Automatic (CVT), Paddle Shift",Compact Sedan,Petrol,First,"9,578",MH47AG0376,659774,MISSING,Expired,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/honda-amaze-cars-in-pune/iqor57lj/
Honda,Amaze [2018-2021],1.2 VX MT Petrol [2018-2020],2022,Manual - 5 Gears,Compact Sedan,Petrol,First,"29,474",MH14KB4027,782421,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/honda-amaze-cars-in-pune/cua77ecp/
Maruti Suzuki,Wagon R 1.0 [2014-2019],VXI,2015,Manual - 5 Gears,Hatchback,Petrol,First,"43,688",MH12LV7661,348581,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-wagon-r-cars-in-pune/l45wwwl9/
Ford,EcoSport [2017-2019],Trend + 1.5L Ti-VCT AT,2019,"Automatic - 6 Gears, Sport Mode",SUV,Petrol,First,"53,661",MH02FE3559,727000,MISSING,Expired,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/ford-ecosport-cars-in-pune/t65fxclo/
Honda,Amaze [2018-2021],1.2 VX CVT Petrol [2019-2020],2019,"Automatic (CVT), Paddle Shift",Compact Sedan,Petrol,First,"12,905",MH02FE5210,757665,MISSING,Expired,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/honda-amaze-cars-in-pune/28dyk7ue/
Honda,Amaze [2018-2021],1.2 S CVT Petrol [2018-2020],2021,Automatic (CVT),Compact Sedan,Petrol,First,"18,158",MH10DQ4301,752000,MISSING,Expired,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/honda-amaze-cars-in-pune/841l6ea4/
Tata,Nexon [2017-2020],XMA Petrol,2019,AMT - 6 Gears,SUV,Petrol,First,"51,479",MH14HQ0972,714000,MISSING,Expired,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/tata-nexon-cars-in-pune/0hx3szum/
Honda,Amaze [2018-2021],1.5 V CVT Diesel,2018,Automatic (CVT) - 7 Gears,Compact Sedan,Diesel,First,"70,458",MH46BE8358,644000,MISSING,Expired,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/honda-amaze-cars-in-pune/4fm6zy8d/
Maruti Suzuki,Vitara Brezza [2020-2022],ZXi Plus AT SHVS,2020,Automatic (TC) - 4 Gears,Compact SUV,Petrol,First,"39,121",MH12SU8870,936000,MISSING,Expired,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-vitara-brezza-cars-in-pune/e840urlt/
Tata,Nexon [2017-2020],XMA Petrol,2019,AMT - 6 Gears,SUV,Petrol,First,"51,479",MH14HQ0972,714000,MISSING,Expired,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/tata-nexon-cars-in-pune/0hx3szum/
Tata,Tigor [2017-2018],Revotron XZ (O),2018,Manual - 5 Gears,MISSING,Petrol,First,"39,267",MH12QM4542,575000,MISSING,Third Party,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/tata-tigor-cars-in-pune/dfz6kg7f/
Volkswagen,Polo [2012-2014],Comfortline 1.2L (P),2014,Manual - 5 Gears,Hatchback,Petrol,First,"65,573",MH12LD0454,392000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/volkswagen-polo-cars-in-pune/lbihe2q0/
Honda,Amaze [2018-2021],1.2 S CVT Petrol [2018-2020],2021,Automatic (CVT),Compact Sedan,Petrol,First,"18,158",MH10DQ4301,752000,MISSING,Expired,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/honda-amaze-cars-in-pune/841l6ea4/
Ford,EcoSport [2013-2015],Titanium 1.5 Ti-VCT,2015,Manual - 5 Gears,SUV,Petrol,First,"57,342",MH12LV6387,548519,MISSING,Expired,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/ford-ecosport-cars-in-pune/te95an2a/
Maruti Suzuki,Wagon R 1.0 [2014-2019],VXI,2015,Manual - 5 Gears,Hatchback,Petrol,First,"52,911",MH47A2476,344570,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-wagon-r-cars-in-pune/vhmjvvb6/
Maruti Suzuki,Wagon R 1.0 [2014-2019],LXI CNG,2014,Manual - 5 Gears,Hatchback,CNG,First,"65,835",MH12KT8581,354623,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-wagon-r-cars-in-pune/ywpyolzz/
BMW,6 Series GT [2018-2021],620d Luxury Line [2019-2019],2022,"Automatic - 8 Gears, Manual Override, Sport Mode",Sedan,Diesel,First,"8,046",MH16XX2223,7200000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/bmw-6-series-gt-cars-in-pune/4r8zvb2p/
BYD,Atto 3,Extended Range,2023,Automatic - 1 Gears,SUV,Electric,First,"12,000",MH14KS6767,3100000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/byd-atto-3-cars-in-pune/9bkzrrp9/
Kia,Carens [2022-2023],Luxury Plus 1.5 Diesel AT 7 STR,2022,"Automatic (TC) - 6 Gears, Paddle Shift, Sport Mode",SUV,Diesel,First,"40,000",MH12UC0666,1900000,MISSING,,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/kia-carens-cars-in-pune/o5oq9mor/
Hyundai,Venue [2019-2022],SX Plus 1.0 Turbo DCT,2019,"Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift",Compact SUV,Petrol,First,"30,930",MH12RT6626,948000,MISSING,,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/hyundai-venue-cars-in-pune/1u1es8j3/
Honda,City [2014-2017],SV,2016,Manual - 5 Gears,Sedan,Petrol,First,"97,000",MH12MR6920,650000,MISSING,Expired,MISSING,Pune,03/03/2016 00:00:00,MISSING,https://www.carwale.com/used/honda-city-cars-in-pune/jripih8w/
Hyundai,Grand i10,Magna 1.2 Kappa VTVT CNG,2018,Manual - 5 Gears,Hatchback,CNG + CNG,First,"20,000",MH12QY8229,570000,MISSING,Expired,MISSING,Pune,12/12/2018 00:00:00,MISSING,https://www.carwale.com/used/hyundai-grand-i10-cars-in-pune/ub7kg5cl/
Tata,Nexon EV [2020-2022],XZ Plus LUX,2020,"Automatic - 1 Gears, Sport Mode",Compact SUV,Electric,First,"58,000",MH14JH2324,1099999,MISSING,Third Party,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/tata-nexon-ev-cars-in-pune/ryc4gs9o/
Hyundai,Grand i10,Magna 1.2 Kappa VTVT CNG,2018,Manual - 5 Gears,Hatchback,CNG,First,"49,113",MH12QM9109,525000,MISSING,Third Party,MISSING,Pune,07/27/2018 00:00:00,MISSING,https://www.carwale.com/used/hyundai-grand-i10-cars-in-pune/ga460ssc/
Volkswagen,Polo [2016-2019],Highline1.5L (D),2018,Manual - 5 Gears,MISSING,Diesel,First,"90,715",MH12QY4277,649000,MISSING,Third Party,MISSING,Pune,10/20/2018 00:00:00,MISSING,https://www.carwale.com/used/volkswagen-polo-cars-in-pune/5gvx7rx5/
Toyota,Corolla Altis [2014-2017],G Petrol,2016,Manual - 6 Gears,MISSING,Petrol,Second,"66,961",MH12NE7743,750000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/toyota-corolla-altis-cars-in-pune/i7sy83yr/
Maruti Suzuki,Baleno [2015-2019],Delta 1.2 AT,2016,Automatic (CVT) - CVT Gears,Hatchback,Petrol,First,"66,000",MH12RR1797,624000,MISSING,Third Party,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-baleno-cars-in-pune/vzcrdwvu/
BMW,X3 [2018-2022],xDrive 20d Luxury Line [2018-2020],2019,"Automatic - 8 Gears, Manual Override, Sport Mode",SUV,Diesel,First,"51,000",MH46XX5970,4900000,MISSING,,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/bmw-x3-cars-in-pune/79e3bf714a2c41d6af791e02a3ac431e/
Hyundai,Venue [2019-2022],S 1.2 Petrol,2020,Manual - 5 Gears,MISSING,Petrol,First,"32,546",MH12SY4614,775000,MISSING,Expired,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/hyundai-venue-cars-in-pune/ouppzu3k/
Hyundai,Creta [2015-2017],1.4 S,2018,Manual - 6 Gears,MISSING,Diesel,First,"96,543",MH14GY7877,999000,MISSING,Expired,MISSING,Pune,10/31/2017 00:00:00,MISSING,https://www.carwale.com/used/hyundai-creta-cars-in-pune/7es876o5/
Honda,WR-V [2017-2020],VX MT Petrol,2019,Manual - 5 Gears,MISSING,Petrol,First,"38,062",MH12RF2141,749000,MISSING,Expired,MISSING,Pune,01/07/2019 00:00:00,MISSING,https://www.carwale.com/used/honda-wr-v-cars-in-pune/ylico2bx/
Honda,WR-V [2017-2020],VX MT Diesel,2019,Manual - 6 Gears,SUV,Diesel,First,"1,09,000",MH14HW9171,970000,MISSING,Expired,MISSING,Pune,01/10/2020 00:00:00,MISSING,https://www.carwale.com/used/honda-wr-v-cars-in-pune/6kx73p8h/
BMW,3 Series [2016-2019],320d Luxury Line,2019,"Automatic - 8 Gears, Manual Override, Sport Mode",Sedan,Diesel,First,"43,000",MH08XX0707,3000000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/bmw-3-series-cars-in-pune/5hc713yz/
BMW,X7 [2019-2023],xDrive30d DPE Signature [2019-2020],2019,"Automatic - 8 Gears, Manual Override & Paddle Shift, Sport Mode",SUV,Diesel,First,"45,500",MH12XXXX05,9499000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/bmw-x7-cars-in-pune/4o2b0ftd/
Jaguar,XF [2013-2016],2.2 Diesel,2015,"Automatic - 8 Gears, Paddle Shift, Sport Mode",Sedan,Diesel,First,"52,000",MH14FB5111,1950000,MISSING,Third Party,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/jaguar-xf-cars-in-pune/6up6cnxp/
Maruti Suzuki,Swift [2011-2014],ZXi,2013,Manual - 5 Gears,MISSING,Petrol,First,"97,383",MH12JU8940,425000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-swift-cars-in-pune/zfcpn46a/
Honda,Amaze [2013-2016],1.2 S i-VTEC,2015,Manual - 5 Gears,MISSING,Petrol,First,"82,532",MH12MF9869,395000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/honda-amaze-cars-in-pune/7tn7carp/
Toyota,Etios [2010-2013],V,2013,Manual - 5 Gears,MISSING,Petrol,First,"1,31,625",MH12JZ1440,340000,MISSING,Third Party,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/toyota-etios-cars-in-pune/qdreszoe/
Maruti Suzuki,Celerio [2017-2021],VXi CNG [2019-2020],2019,Manual - 5 Gears,MISSING,CNG,First,"78,562",MH12RT3635,530000,MISSING,Comprehensive,MISSING,Pune,05/22/2019 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-celerio-cars-in-pune/qe4uc6an/
Honda,WR-V [2017-2020],Edge Edition Petrol [2018-2019],2019,Manual - 5 Gears,MISSING,Petrol,First,"28,328",MH12RK9576,699000,MISSING,Expired,MISSING,Pune,05/13/2019 00:00:00,MISSING,https://www.carwale.com/used/honda-wr-v-cars-in-pune/x1toq49o/
Mercedes-Benz,E-Class [2015-2017],E 250 CDI Edition E,2015,"Automatic - 7 Gears, Paddle Shift",Sedan,Diesel,First,"54,000",MH02DW7154,1895000,MISSING,Expired,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/mercedes-benz-e-class-cars-in-pune/pmp1sfsw/
Jeep,Compass [2017-2021],Longitude 2.0 Diesel [2017-2020],2017,Manual,SUV,Diesel,First,"86,508",MH12PH8465,1165000,MISSING,Expired,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/jeep-compass-cars-in-pune/mik4wysw/
Renault,Triber [2019-2023],RXT [2019-2020],2022,Manual - 5 Gears,MUV,Petrol + CNG,First,"42,230",MH16CY5381,595000,MISSING,Expired,MISSING,Pune,05/27/2022 00:00:00,MISSING,https://www.carwale.com/used/renault-triber-cars-in-pune/d37iop9j/
Mercedes-Benz,A-Class [2013-2015],A 180 CDI Style,2013,"Automatic - 7 Gears, Sport Mode",Hatchback,Diesel,First,"85,000",MH02CZ4444,1150000,MISSING,Expired,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/mercedes-benz-a-class-cars-in-pune/9gqdu9id/
Porsche,Cayenne Coupe,Platinum Edition [2022-2023],2020,"Automatic (TC) - 8 Gears, Manual Override & Paddle Shift, Sport Mode",Coupe,Petrol,First,"15,000",MH12XXXXXX,13500000,MISSING,Comprehensive,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/porsche-cayenne-coupe-cars-in-pune/aibv614d/
Maruti Suzuki,Swift [2018-2021],ZDi Plus AMT,2019,"AMT - 5 Gears, Manual Override",MISSING,Diesel,First,"54,823",MH14HK4036,860000,MISSING,Expired,MISSING,Pune,03/12/2019 00:00:00,MISSING,https://www.carwale.com/used/maruti-suzuki-swift-cars-in-pune/yc4hg252/
Skoda,Superb [2016-2020],Style TSI AT,2016,"Automatic - 7 Gears, Manual Override, Sport Mode",Sedan,Petrol,First,"69,000",MH12XX3864,1450000,MISSING,,MISSING,Pune,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/skoda-superb-cars-in-pune/ur3l5yno/
Hyundai,Grand i10 Nios [2019-2023],Sportz 1.2 Kappa VTVT CNG,2021,Manual - 5 Gears,Hatchback,CNG,First,"56,037",GJ06PF6402,690000,MISSING,Comprehensive,MISSING,Ahmedabad,08/03/2021 00:00:00,MISSING,https://www.carwale.com/used/hyundai-grand-i10-nios-cars-in-ahmedabad/zde3pliz/
Porsche,Cayenne [2014-2018],Turbo,2019,"Automatic - 8 Gears, Sport Mode",SUV,Petrol,First,"37,600",GJ01KU4444,16500000,MISSING,,MISSING,Ahmedabad,01/01/0001 00:00:00,MISSING,https://www.carwale.com/used/porsche-cayenne-cars-in-ahmedabad/kiaw4c46/
